Company,Slogan,Category,char_count,word_count,cat_n,cat_reliable,sentiment_score,sentiment,subjectivity,score_length,score_memorability,score_emotion,score_action,score_originality,score_personal,cliches_detected,cliche_count,effectiveness_score,effectiveness_category,theme_cluster,theme_keywords
Garuda Indonesia,The Airline of Indonesia.,airlines-slogans,25,4,139,True,0.0,Neutral,0.0,10.0,0,0.0,0,10,0,[],0,3.0,Faible,0,"live, make, best, love, great"
Korean Air,Excellence in Flight.,airlines-slogans,21,3,139,True,0.6249,Positive,0.0,10.0,0,5.1245,0,7,0,['excellence'],1,3.5749000000000004,Moyen,0,"live, make, best, love, great"
Allegiant Air,Together We Fly.,airlines-slogans,16,3,139,True,0.0,Neutral,0.9,8.5,0,4.5,5,10,3,[],0,4.725,Moyen,6,"fly, way, smart, time, better"
China Southern Airlines,Fly your dreams.,airlines-slogans,16,3,139,True,0.4019,Positive,0.9,8.5,2,6.5095,7,10,8,[],0,6.4269,Bon,6,"fly, way, smart, time, better"
China Eastern Airlines,World-Class Hospitality with Eastern Charm.,airlines-slogans,43,5,139,True,0.4019,Positive,0.0,8.5,3,2.0095,0,7,0,['world-class'],1,3.4768999999999997,Faible,5,"world, new, best, difference, beer"
Turkish Airlines,Widen Your World.,airlines-slogans,17,3,139,True,0.0,Neutral,0.0,8.5,5,0.0,7,10,8,[],0,5.875,Bon,5,"world, new, best, difference, beer"
Luxair,Fly in good company.,airlines-slogans,20,4,139,True,0.4404,Positive,0.75,10.0,0,5.952,7,10,0,[],0,5.2404,Bon,6,"fly, way, smart, time, better"
Air Italy,Imagine The World Differently.,airlines-slogans,30,4,139,True,0.0,Neutral,0.6,10.0,0,3.0,10,10,0,[],0,5.1,Bon,5,"world, new, best, difference, beer"
Air Dolomiti,We Fly with You.,airlines-slogans,16,4,139,True,0.0,Neutral,0.9,8.5,5,4.5,5,10,8,[],0,6.475,Bon,6,"fly, way, smart, time, better"
Aer Lingus,Smart flies Aer Lingus.,airlines-slogans,23,4,139,True,0.4019,Positive,0.6428571428571429,10.0,2,5.2237857142857145,0,10,0,[],0,4.544757142857143,Moyen,0,"live, make, best, love, great"
CityLine Hungary,Wings for your cargo by CityLine Hungary.,airlines-slogans,41,7,139,True,0.0,Neutral,0.0,7.0,3,0.0,0,10,8,[],0,4.1,Moyen,0,"live, make, best, love, great"
Wizz Air,Now we can all fly.,airlines-slogans,19,5,139,True,0.0,Neutral,0.9,8.5,2,4.5,5,10,3,[],0,5.225,Bon,6,"fly, way, smart, time, better"
Finnair,"Designed for you, or The Nordic Way.",airlines-slogans,36,7,139,True,0.0,Neutral,0.0,8.5,3,0.0,7,10,5,[],0,5.075,Bon,9,"way, better, life, money, play"
Danish Air Transport,The flexible choice.,airlines-slogans,20,3,139,True,0.2263,Positive,0.0,10.0,0,1.1315,0,10,0,[],0,3.2263,Faible,0,"live, make, best, love, great"
Croatia Airlines,More than a comfortable flight.,airlines-slogans,31,5,139,True,0.552,Positive,0.65,10.0,0,8.01,0,10,0,[],0,4.602,Moyen,0,"live, make, best, love, great"
Air Belgium,Simply fly away.,airlines-slogans,16,3,139,True,0.0,Neutral,0.9,8.5,3,4.5,5,10,0,[],0,5.175,Bon,6,"fly, way, smart, time, better"
Lauda,The Lauda way to fly.,airlines-slogans,21,5,139,True,0.0,Neutral,0.9,10.0,3,4.5,5,10,0,[],0,5.4,Bon,6,"fly, way, smart, time, better"
Western Airlines,The Only Way to Fly.,airlines-slogans,20,5,139,True,0.0,Neutral,0.95,10.0,5,4.75,5,10,0,[],0,5.95,Bon,6,"fly, way, smart, time, better"
US Airways,The new American is arriving.,airlines-slogans,29,5,139,True,0.0,Neutral,0.22727272727272727,10.0,3,1.1363636363636362,5,10,0,[],0,4.727272727272727,Moyen,0,"live, make, best, love, great"
Pan American World Airways,World's Most Experienced Airline.,airlines-slogans,33,4,139,True,0.0,Neutral,0.7,10.0,0,3.5,0,9,0,['experience'],1,3.55,Moyen,5,"world, new, best, difference, beer"
North Central Airlines,Route of the Northliners.,airlines-slogans,25,4,139,True,0.0,Neutral,0.0,10.0,0,0.0,0,10,0,[],0,3.0,Faible,0,"live, make, best, love, great"
Ansett Australia,No one aims higher.,airlines-slogans,19,4,139,True,-0.296,Negative,0.5,8.5,2,3.98,5,10,0,[],0,4.821,Moyen,0,"live, make, best, love, great"
AirTran Airways,It's something else.,airlines-slogans,20,3,139,True,0.0,Neutral,0.0,10.0,0,0.0,0,10,0,[],0,3.0,Faible,0,"live, make, best, love, great"
Air India,Air India… Truly Indian.,airlines-slogans,24,4,139,True,0.4404,Positive,0.0,10.0,5,2.202,0,10,0,[],0,4.6904,Moyen,0,"live, make, best, love, great"
Emirates (airline),Fly Better.,airlines-slogans,11,2,139,True,0.4404,Positive,0.7,6.6,0,5.702,7,10,0,[],0,4.6804,Moyen,6,"fly, way, smart, time, better"
Qatar Airways,Worlds 5 Star Airline.,airlines-slogans,22,4,139,True,0.0,Neutral,0.0,10.0,0,0.0,7,10,0,[],0,4.05,Moyen,0,"live, make, best, love, great"
SpiceJet,Red. Hot. Spicy.,airlines-slogans,16,3,139,True,0.0,Neutral,0.42500000000000004,8.5,2,2.125,0,10,0,[],0,3.7,Moyen,0,"live, make, best, love, great"
Aegean Airlines,Discover Your Greece.,airlines-slogans,21,3,139,True,0.0,Neutral,0.0,10.0,0,0.0,10,10,8,[],0,5.3,Bon,0,"live, make, best, love, great"
Airlink,Freedom of the African Sky.,airlines-slogans,27,5,139,True,0.6369,Positive,0.0,10.0,0,5.1845,0,10,0,[],0,4.0369,Moyen,0,"live, make, best, love, great"
Fly Blue Crane,A fresh approach.,airlines-slogans,17,3,139,True,0.3182,Positive,0.5,8.5,5,4.091,0,10,0,[],0,4.8431999999999995,Moyen,0,"live, make, best, love, great"
South African Airways,Bringing the world to Africa.,airlines-slogans,29,5,139,True,0.0,Neutral,0.0,10.0,3,0.0,7,10,0,[],0,4.8,Moyen,5,"world, new, best, difference, beer"
South African Express,We Fly For You.,airlines-slogans,15,4,139,True,0.0,Neutral,0.9,8.5,5,4.5,5,10,8,[],0,6.475,Bon,6,"fly, way, smart, time, better"
China Airlines,Journey with a caring smile,airlines-slogans,27,5,139,True,0.6908,Positive,0.1,10.0,2,5.954,7,10,3,[],0,6.0408,Bon,0,"live, make, best, love, great"
S7 Airlines,Freedom to choose.,airlines-slogans,18,3,139,True,0.6369,Positive,0.0,8.5,2,5.1845,5,10,0,[],0,5.0619,Bon,0,"live, make, best, love, great"
Thai Airways,Smooth as Silk.,airlines-slogans,15,3,139,True,0.0,Neutral,0.5,8.5,5,2.5,0,10,0,[],0,4.525,Moyen,0,"live, make, best, love, great"
SilkAir,A Joy To Fly,airlines-slogans,12,4,139,True,0.5859,Positive,0.55,8.2,2,7.6795,5,10,0,[],0,5.5159,Bon,6,"fly, way, smart, time, better"
LOT Polish Airlines,You choose the direction.,airlines-slogans,25,4,139,True,0.0,Neutral,0.0,10.0,0,0.0,5,10,5,[],0,4.25,Moyen,0,"live, make, best, love, great"
Cebu Pacific,Let's Take to the Sky,airlines-slogans,21,5,139,True,0.0,Neutral,0.0,10.0,3,0.0,7,10,0,[],0,4.8,Moyen,0,"live, make, best, love, great"
Philippine Airlines,The Heart of the Filipino.,airlines-slogans,26,5,139,True,0.6369,Positive,0.0,10.0,8,5.1845,0,10,0,[],0,6.0369,Bon,0,"live, make, best, love, great"
VivaAerobus,All you need to fly.,airlines-slogans,20,5,139,True,0.0,Neutral,0.9,10.0,2,4.5,5,10,5,[],0,5.65,Bon,6,"fly, way, smart, time, better"
Volaris,"Don't just fly, vuela",airlines-slogans,21,4,139,True,0.0,Neutral,0.9,10.0,0,4.5,5,10,0,[],0,4.65,Moyen,6,"fly, way, smart, time, better"
AEROMEXICO,Mexico's Global Airline,airlines-slogans,23,3,139,True,0.0,Neutral,0.0,10.0,2,0.0,0,8,0,['global'],1,3.2,Faible,0,"live, make, best, love, great"
Malindo Air,Smarter Way to Travel,airlines-slogans,21,4,139,True,0.4588,Positive,0.0,10.0,5,2.294,5,10,0,[],0,5.4588,Bon,9,"way, better, life, money, play"
Azores Airlines,The Atlantic and You,airlines-slogans,20,4,139,True,0.0,Neutral,0.0,10.0,3,0.0,0,10,5,[],0,4.25,Moyen,0,"live, make, best, love, great"
TAP Air Portugal,With Open Arms,airlines-slogans,14,3,139,True,0.0,Neutral,0.5,8.4,2,2.5,0,10,0,[],0,3.76,Moyen,0,"live, make, best, love, great"
Blue Air,The Better Way to Fly,airlines-slogans,21,5,139,True,0.4404,Positive,0.7,10.0,3,5.702,5,10,0,[],0,5.6404,Bon,6,"fly, way, smart, time, better"
Level (airline),It's your world,airlines-slogans,15,3,139,True,0.0,Neutral,0.0,8.5,2,0.0,0,10,8,[],0,4.075,Moyen,5,"world, new, best, difference, beer"
Vueling,Love the way you fly.,airlines-slogans,21,5,139,True,0.6369,Positive,0.75,10.0,0,8.9345,10,10,5,[],0,6.7869,Très bon,6,"fly, way, smart, time, better"
British Caledonian,We never forget you have a choice.,airlines-slogans,34,7,139,True,0.1695,Positive,0.0,8.5,2,0.8475,5,10,8,[],0,4.9944999999999995,Moyen,0,"live, make, best, love, great"
Nok Air,We Fly Smiles,airlines-slogans,13,3,139,True,0.4767,Positive,0.9,8.3,0,6.8835,5,10,3,[],0,5.1717,Bon,6,"fly, way, smart, time, better"
Japan Airlines,Fly into tomorrow.,airlines-slogans,18,3,139,True,0.0,Neutral,0.9,8.5,0,4.5,7,10,0,[],0,4.725,Moyen,6,"fly, way, smart, time, better"
Air Berlin,Your Airline,airlines-slogans,12,2,139,True,0.0,Neutral,0.0,6.7,0,0.0,0,10,8,[],0,3.3049999999999997,Faible,0,"live, make, best, love, great"
WestJet,Where Your Story Takes Off,airlines-slogans,26,5,139,True,0.0,Neutral,0.0,10.0,2,0.0,5,10,8,[],0,5.05,Bon,0,"live, make, best, love, great"
Jet2,Friendly Low Fares.,airlines-slogans,19,3,139,True,0.2732,Positive,0.4,8.5,5,3.366,0,10,0,[],0,4.6982,Moyen,0,"live, make, best, love, great"
EasyJet,This is Generation easyJet.,airlines-slogans,27,4,139,True,0.0,Neutral,0.0,10.0,3,0.0,0,10,0,[],0,3.75,Moyen,0,"live, make, best, love, great"
Jetstar Airways,Australia's No. 1 Low Fares Airline.,airlines-slogans,36,6,139,True,-0.2732,Negative,0.3,10.0,3,2.866,0,10,0,[],0,4.3232,Moyen,0,"live, make, best, love, great"
Birmingham Airport,Hello world.,airlines-slogans,12,2,139,True,0.0,Neutral,0.0,6.7,2,0.0,0,10,0,[],0,3.005,Faible,5,"world, new, best, difference, beer"
London City Airport,Get closer.,airlines-slogans,11,2,139,True,0.0,Neutral,0.0,6.6,2,0.0,10,10,0,[],0,4.49,Moyen,0,"live, make, best, love, great"
Liverpool John Lennon Airport,Above us only sky.,airlines-slogans,18,4,139,True,0.0,Neutral,0.55,8.5,0,2.75,0,10,0,[],0,3.325,Faible,0,"live, make, best, love, great"
AirAsia,Now Everyone Can Fly,airlines-slogans,20,4,139,True,0.0,Neutral,0.9,10.0,0,4.5,5,10,0,[],0,4.65,Moyen,6,"fly, way, smart, time, better"
Bangkok Airways,Asia's Boutique Airline.,airlines-slogans,24,3,139,True,0.0,Neutral,0.0,10.0,5,0.0,0,10,0,[],0,4.25,Moyen,0,"live, make, best, love, great"
JetBlue Airways,You Above All.,airlines-slogans,14,3,139,True,0.0,Neutral,0.1,8.4,3,0.5,0,10,5,[],0,4.109999999999999,Moyen,0,"live, make, best, love, great"
Air New Zealand,Being there is everything.,airlines-slogans,26,4,139,True,0.0,Neutral,0.0,10.0,0,0.0,0,10,0,[],0,3.0,Faible,0,"live, make, best, love, great"
Malaysia Airlines,Going beyond expectations,airlines-slogans,25,3,139,True,0.0,Neutral,0.0,10.0,0,0.0,10,10,0,[],0,4.5,Moyen,0,"live, make, best, love, great"
Iberia airline,"And tomorrow, can you imagine?",airlines-slogans,30,5,139,True,0.0,Neutral,0.0,10.0,0,0.0,8,10,5,[],0,4.7,Moyen,0,"live, make, best, love, great"
Cathay Pacific Airways,Life Well Travelled,airlines-slogans,19,3,139,True,0.2732,Positive,0.0,8.5,0,1.366,5,10,3,[],0,4.0982,Moyen,2,"life, live, come, enjoy, make"
KLM Royal Dutch Airlines,Journeys of Inspiration.,airlines-slogans,24,3,139,True,0.5267,Positive,0.0,10.0,0,4.6335,0,10,3,[],0,4.2267,Moyen,0,"live, make, best, love, great"
Ryanair,"Low fares, Made simple.",airlines-slogans,23,4,139,True,-0.2732,Negative,0.32857142857142857,10.0,2,3.008857142857143,8,10,0,[],0,5.301771428571429,Bon,0,"live, make, best, love, great"
Eva Air,"Sharing the World, Flying Together.",airlines-slogans,35,5,139,True,0.4215,Positive,0.0,10.0,6,2.1075,7,10,0,[],0,5.9715,Bon,5,"world, new, best, difference, beer"
Swissair,Swiss. The refreshing airline.,airlines-slogans,30,4,139,True,0.0,Neutral,1.0,10.0,0,5.0,5,10,0,[],0,4.75,Moyen,0,"live, make, best, love, great"
Air Canada,Fly The Flag,airlines-slogans,12,3,139,True,0.0,Neutral,0.9,8.2,5,4.5,7,10,0,[],0,5.93,Bon,6,"fly, way, smart, time, better"
Singapore Airlines,A Great Way to Fly.,airlines-slogans,19,5,139,True,0.6249,Positive,0.825,8.5,2,9.249500000000001,5,10,0,[],0,5.8749,Bon,6,"fly, way, smart, time, better"
Air Tanzania,The wings of Kilimanjaro,airlines-slogans,24,4,139,True,0.0,Neutral,0.0,10.0,0,0.0,0,10,0,[],0,3.0,Faible,0,"live, make, best, love, great"
Virgin Atlantic,No ordinary airline.,airlines-slogans,20,3,139,True,-0.296,Negative,0.5,10.0,0,3.98,0,10,0,[],0,3.7960000000000003,Moyen,0,"live, make, best, love, great"
Air France,France is in the air.,airlines-slogans,21,5,139,True,0.0,Neutral,0.0,10.0,5,0.0,0,10,0,[],0,4.25,Moyen,0,"live, make, best, love, great"
Trans World Airlines (TWA),"Two Great Airlines, One Great Future!",airlines-slogans,37,6,139,True,0.8588,Positive,0.5416666666666666,10.0,8,9.002333333333333,0,10,0,[],0,6.800466666666667,Très bon,0,"live, make, best, love, great"
Alitalia,"Dream it, Live it.",airlines-slogans,18,4,139,True,0.25,Positive,0.5,8.5,5,3.75,10,10,0,[],0,6.275,Bon,0,"live, make, best, love, great"
Continental Airlines,Work Hard. Fly Right.,airlines-slogans,21,4,139,True,-0.1027,Negative,0.6591269841269841,10.0,2,3.8091349206349205,7,10,0,[],0,5.311826984126984,Bon,6,"fly, way, smart, time, better"
America West Airlines,What We Serve Is You.,airlines-slogans,21,5,139,True,0.0,Neutral,0.0,10.0,5,0.0,5,10,8,[],0,5.8,Bon,0,"live, make, best, love, great"
Northwest Airlines,Some People Just Know How To Fly.,airlines-slogans,33,7,139,True,0.0,Neutral,0.9,8.5,3,4.5,5,10,0,[],0,5.175,Bon,6,"fly, way, smart, time, better"
Austrian Airlines,the charming way to fly.,airlines-slogans,24,5,139,True,0.5859,Positive,0.95,10.0,3,9.6795,5,10,0,[],0,6.4359,Bon,6,"fly, way, smart, time, better"
Hawaiian Airlines,Hawaii Starts Here.,airlines-slogans,19,3,139,True,0.0,Neutral,0.0,8.5,5,0.0,8,10,0,[],0,5.225,Bon,0,"live, make, best, love, great"
Spirit Airlines,Catch the Spirit!,airlines-slogans,17,3,139,True,0.2481,Positive,0.0,8.5,2,1.2405,7,10,0,[],0,4.5731,Moyen,0,"live, make, best, love, great"
Aeroflot—Russian Airlines,"Sincerely yours, Aeroflot.",airlines-slogans,26,3,139,True,0.4767,Positive,0.5,10.0,0,4.8835,0,10,8,[],0,4.7767,Moyen,0,"live, make, best, love, great"
Delta Air Lines,You'll love the way we fly.,airlines-slogans,27,6,139,True,0.6369,Positive,0.75,10.0,3,8.9345,8,10,8,[],0,7.5369,Très bon,6,"fly, way, smart, time, better"
Eastern Airlines,Eastern Airlines. The Wings of Man.,airlines-slogans,35,6,139,True,0.0,Neutral,0.0,10.0,0,0.0,0,10,0,[],0,3.0,Faible,0,"live, make, best, love, great"
Lufthansa,Say yes to the world.,airlines-slogans,21,5,139,True,0.4019,Positive,0.0,10.0,5,2.0095,7,10,0,[],0,5.7019,Bon,5,"world, new, best, difference, beer"
Southwest Airlines,A Symbol of Freedom.,airlines-slogans,20,4,139,True,0.6369,Positive,0.0,10.0,2,5.1845,0,10,0,[],0,4.5369,Moyen,0,"live, make, best, love, great"
Jet Airways,The Joy of Flying.,airlines-slogans,18,4,139,True,0.5859,Positive,0.2,8.5,2,5.9295,5,10,0,[],0,5.2109,Bon,0,"live, make, best, love, great"
United Airlines,It’s Time To Fly.,airlines-slogans,17,4,139,True,0.0,Neutral,0.9,8.5,3,4.5,5,10,0,[],0,5.175,Bon,6,"fly, way, smart, time, better"
Scenic Airlines,Gateway to the National Parks and beyond!,airlines-slogans,41,7,139,True,0.0,Neutral,0.0,7.0,3,0.0,0,10,0,[],0,3.3,Faible,0,"live, make, best, love, great"
British Airways,Fly the British way.,airlines-slogans,20,4,139,True,0.0,Neutral,0.45,10.0,0,2.25,7,10,0,[],0,4.5,Moyen,6,"fly, way, smart, time, better"
Braniff Airlines,We Better Be Better.,airlines-slogans,20,4,139,True,0.7003,Positive,0.5,10.0,5,8.0015,5,10,3,[],0,6.9003,Très bon,3,"better, life, making, live, money"
Qantas,The Spirit Of Australia,airlines-slogans,23,4,139,True,0.1779,Positive,0.0,10.0,0,0.8895,0,10,0,[],0,3.1779,Faible,0,"live, make, best, love, great"
American Airlines,The World's Greatest Flyers Fly American,airlines-slogans,40,6,139,True,0.6369,Positive,0.6333333333333333,10.0,3,8.351166666666666,5,10,0,[],0,6.170233333333333,Bon,6,"fly, way, smart, time, better"
Pluto TV,Stream Now. Pay Never.,television-channels-slogan,22,4,51,True,-0.1027,Negative,0.0,10.0,5,0.5135,7,10,0,[],0,5.4027,Bon,0,"live, make, best, love, great"
Twitch,You're already one of us,television-channels-slogan,24,5,51,True,0.0,Neutral,0.0,10.0,5,0.0,0,10,5,[],0,4.75,Moyen,0,"live, make, best, love, great"
Turner Classic Movies,Where Then Meets Now,television-channels-slogan,20,4,51,True,0.0,Neutral,0.0,10.0,2,0.0,5,10,0,[],0,4.25,Moyen,0,"live, make, best, love, great"
Noggin,Classic Family TV,television-channels-slogan,17,3,51,True,0.0,Neutral,0.16666666666666666,8.5,0,0.8333333333333333,0,10,0,[],0,2.9416666666666664,Faible,0,"live, make, best, love, great"
Cinemax,We Are Your Nickelodeon,television-channels-slogan,23,4,51,True,0.0,Neutral,0.0,10.0,0,0.0,0,10,8,[],0,3.8,Moyen,0,"live, make, best, love, great"
Hulu,Come TV with us.,television-channels-slogan,16,4,51,True,0.0,Neutral,0.0,8.5,0,0.0,7,10,0,[],0,3.825,Moyen,0,"live, make, best, love, great"
d2h,Direct 2 Home.,television-channels-slogan,14,3,51,True,0.0,Neutral,0.4,8.4,0,2.0,0,10,0,[],0,3.16,Faible,0,"live, make, best, love, great"
ESPN,Sports Forever,television-channels-slogan,14,2,51,True,0.0,Neutral,0.0,6.9,0,0.0,0,10,0,[],0,2.535,Faible,0,"live, make, best, love, great"
Hotstar,every day a sport,television-channels-slogan,17,4,51,True,0.0,Neutral,0.0,8.5,2,0.0,0,10,0,[],0,3.275,Faible,0,"live, make, best, love, great"
CBC Television,Fall for CBC,television-channels-slogan,12,3,51,True,0.0,Neutral,0.0,8.2,5,0.0,7,10,0,[],0,5.029999999999999,Bon,0,"live, make, best, love, great"
LBC,Leading Britain's Conversation,television-channels-slogan,30,3,51,True,0.0,Neutral,0.0,10.0,0,0.0,7,7,0,['leading'],1,3.5999999999999996,Moyen,0,"live, make, best, love, great"
BBC World Service,The World's Radio Station,television-channels-slogan,25,4,51,True,0.0,Neutral,0.0,10.0,2,0.0,0,10,0,[],0,3.5,Faible,5,"world, new, best, difference, beer"
BBC Radio 5 Live,Live news. Live sport.,television-channels-slogan,22,4,51,True,0.0,Neutral,0.5,10.0,10,2.5,0,10,0,[],0,6.0,Bon,0,"live, make, best, love, great"
Venezolana de Televisión,The Channel of all Venezuelans,television-channels-slogan,30,5,51,True,0.0,Neutral,0.0,10.0,0,0.0,0,10,0,[],0,3.0,Faible,0,"live, make, best, love, great"
Teledoce,The channel of the emotion,television-channels-slogan,26,5,51,True,0.0,Neutral,0.0,10.0,8,0.0,0,10,0,[],0,5.0,Moyen,0,"live, make, best, love, great"
Canal 10 (Uruguay),The Uruguayan channel,television-channels-slogan,21,3,51,True,0.0,Neutral,0.0,10.0,0,0.0,0,10,0,[],0,3.0,Faible,0,"live, make, best, love, great"
Trinidad and Tobago Television,Live for Local,television-channels-slogan,14,3,51,True,0.0,Neutral,0.25,8.4,5,1.25,10,10,0,[],0,5.76,Bon,0,"live, make, best, love, great"
Africa Magic,Entertainment loved by Africa,television-channels-slogan,29,4,51,True,0.7717,Positive,0.8,10.0,0,9.8585,8,10,0,[],0,6.1717,Bon,0,"live, make, best, love, great"
DW-TV,Made for minds.,television-channels-slogan,15,3,51,True,0.0,Neutral,0.0,8.5,5,0.0,10,10,0,[],0,5.525,Bon,0,"live, make, best, love, great"
BBC World News,Live the story,television-channels-slogan,14,3,51,True,0.0,Neutral,0.5,8.4,2,2.5,10,10,0,[],0,5.26,Bon,0,"live, make, best, love, great"
ABC Australia,Yours,television-channels-slogan,5,1,51,True,0.0,Neutral,0.0,5.75,0,0.0,0,10,8,[],0,3.1624999999999996,Faible,0,"live, make, best, love, great"
Channel 5,On Show On Body,television-channels-slogan,15,4,51,True,0.0,Neutral,0.0,8.5,10,0.0,0,10,0,[],0,5.275,Bon,0,"live, make, best, love, great"
Zee TV,Entertainment unlimited.,television-channels-slogan,24,2,51,True,0.4215,Positive,0.0,8.5,2,2.1075,5,10,0,[],0,4.4465,Moyen,0,"live, make, best, love, great"
WORO-DT,The family channel,television-channels-slogan,18,3,51,True,0.0,Neutral,0.0,8.5,2,0.0,0,10,0,[],0,3.275,Faible,0,"live, make, best, love, great"
WLII-DT,The one that unites us,television-channels-slogan,22,5,51,True,0.0,Neutral,0.0,10.0,3,0.0,5,10,0,[],0,4.5,Moyen,0,"live, make, best, love, great"
Enlace,Una imagen que viene de lo alto,television-channels-slogan,31,7,51,True,0.0,Neutral,0.0,8.5,0,0.0,0,10,0,[],0,2.775,Faible,0,"live, make, best, love, great"
ARY Digital,Colors of Life,television-channels-slogan,14,3,51,True,0.0,Neutral,0.0,8.4,2,0.0,0,10,0,[],0,3.26,Faible,2,"life, live, come, enjoy, make"
Aaj News,"Today's news, you trust",television-channels-slogan,23,4,51,True,0.5106,Positive,0.0,10.0,5,4.553000000000001,5,10,5,[],0,6.4106000000000005,Bon,0,"live, make, best, love, great"
TV Alhijrah,TV Kita Untuk Semua,television-channels-slogan,19,4,51,True,0.0,Neutral,0.0,8.5,0,0.0,0,10,0,[],0,2.775,Faible,0,"live, make, best, love, great"
Seoul Broadcasting System,"Together, we make delight",television-channels-slogan,25,4,51,True,0.5994,Positive,0.0,10.0,0,4.997,8,10,3,[],0,5.4994,Bon,0,"live, make, best, love, great"
Mega Channel,Mega as always!,television-channels-slogan,15,3,51,True,0.0,Neutral,0.0,8.5,5,0.0,0,10,0,[],0,4.025,Moyen,0,"live, make, best, love, great"
ANT1,We Are One,television-channels-slogan,10,3,51,True,0.0,Neutral,0.0,8.0,2,0.0,0,10,3,[],0,3.5,Faible,0,"live, make, best, love, great"
Gayelle,Welcome Home!,television-channels-slogan,13,2,51,True,0.5093,Positive,0.9,6.8,2,9.0465,7,10,3,[],0,6.1793,Bon,0,"live, make, best, love, great"
Warner TV,Get into it,television-channels-slogan,11,3,51,True,0.0,Neutral,0.0,8.1,5,0.0,10,10,0,[],0,5.465,Bon,0,"live, make, best, love, great"
TC Televisión,#PonTC,television-channels-slogan,6,1,51,True,0.0,Neutral,0.0,5.85,0,0.0,0,10,0,[],0,2.3775,Faible,0,"live, make, best, love, great"
Tele Antillas,TV como eres tú,television-channels-slogan,15,4,51,True,0.0,Neutral,0.0,8.5,3,0.0,5,10,0,[],0,4.275,Moyen,0,"live, make, best, love, great"
Alpha TV Cyprus,Together in Alpha Cyprus,television-channels-slogan,24,4,51,True,0.0,Neutral,0.0,10.0,0,0.0,0,10,0,[],0,3.0,Faible,0,"live, make, best, love, great"
Canal A,It's Television,television-channels-slogan,15,2,51,True,0.0,Neutral,0.0,7.0,0,0.0,0,10,0,[],0,2.55,Faible,0,"live, make, best, love, great"
RedeTV!,Evolving with you.,television-channels-slogan,18,3,51,True,0.0,Neutral,0.0,8.5,0,0.0,7,10,5,[],0,4.325,Moyen,0,"live, make, best, love, great"
El Nueve,Always in movement,television-channels-slogan,18,3,51,True,0.0,Neutral,0.0,8.5,0,0.0,0,10,0,[],0,2.775,Faible,0,"live, make, best, love, great"
A&E (TV network),We are A&E,television-channels-slogan,10,3,51,True,0.0,Neutral,0.0,8.0,5,0.0,0,10,3,[],0,4.25,Moyen,0,"live, make, best, love, great"
Telemundo,Your channel,television-channels-slogan,12,2,51,True,0.0,Neutral,0.0,6.7,2,0.0,0,10,8,[],0,3.8049999999999997,Moyen,0,"live, make, best, love, great"
Kutonen (TV channel),The sixth choice,television-channels-slogan,16,3,51,True,0.0,Neutral,0.0,8.5,2,0.0,0,10,0,[],0,3.275,Faible,0,"live, make, best, love, great"
Çufo,Where everything is better,television-channels-slogan,26,4,51,True,0.4404,Positive,0.5,10.0,0,4.702,0,10,0,[],0,3.9404,Moyen,3,"better, life, making, live, money"
CNews,The news channel that explains the news,television-channels-slogan,39,7,51,True,0.0,Neutral,0.0,8.5,10,0.0,5,10,0,[],0,6.025,Bon,0,"live, make, best, love, great"
M1 (TV channel),Akkor. Amikor.,television-channels-slogan,14,2,51,True,0.0,Neutral,0.0,6.9,8,0.0,7,10,0,[],0,5.585,Bon,0,"live, make, best, love, great"
Teletoon,The Animation Station,television-channels-slogan,21,3,51,True,0.0,Neutral,0.0,10.0,3,0.0,0,10,0,[],0,3.75,Moyen,0,"live, make, best, love, great"
DTour,See Where it Takes You,television-channels-slogan,22,5,51,True,0.0,Neutral,0.0,10.0,2,0.0,7,10,5,[],0,5.05,Bon,0,"live, make, best, love, great"
CP24,Toronto's breaking news,television-channels-slogan,23,3,51,True,0.0,Neutral,0.0,10.0,0,0.0,5,10,0,[],0,3.75,Moyen,0,"live, make, best, love, great"
Ici RDI,Whatever happens,television-channels-slogan,16,2,51,True,0.0,Neutral,0.0,7.0,2,0.0,5,10,0,[],0,3.8,Moyen,0,"live, make, best, love, great"
Super Channel,See it here,television-channels-slogan,11,3,51,True,0.0,Neutral,0.0,8.1,2,0.0,7,10,0,[],0,4.265,Moyen,0,"live, make, best, love, great"
British Heart Foundation,Their hearts are in your hands.,health-medicine-slogans,31,6,5,False,0.6486,Positive,0.0,10.0,5,5.243,0,10,8,[],0,6.0986,Bon,0,"live, make, best, love, great"
Eli Lilly and Company,Powered By Purpose.,health-medicine-slogans,19,3,5,False,0.0,Neutral,0.0,8.5,3,0.0,7,10,3,[],0,4.875,Moyen,0,"live, make, best, love, great"
Band-Aid,I am stuck on Band-Aid,health-medicine-slogans,22,5,5,False,-0.25,Negative,0.0,10.0,2,1.25,5,10,0,[],0,4.5,Moyen,0,"live, make, best, love, great"
Jetts Fitness,Workout on your terms.,health-medicine-slogans,22,4,5,False,0.0,Neutral,0.0,10.0,2,0.0,0,10,8,[],0,4.3,Moyen,0,"live, make, best, love, great"
Crunch Fitness,Making fitness fun.,health-medicine-slogans,19,3,5,False,0.6597,Positive,0.2,8.5,5,6.2985,10,10,0,[],0,6.7847,Très bon,0,"live, make, best, love, great"
